	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CG45045	5.71459982138627e-05	1.4334160285937	0.549	0.353	1
CG10445	5.76692508283897e-05	1.77977867770518	0.49	0.176	1
CG31704	5.82066833695713e-05	-0.728553354350006	0.588	0.863	1
Bet1	5.92696557998037e-05	0.646788987111593	0.98	0.922	1
FBti0059736	6.14673028396812e-05	-0.550846155789086	0.706	0.843	1
ox	6.16203672729312e-05	-0.273166483727934	1	1	1
Arf102F	6.21017161365356e-05	-0.159380678595545	1	1	1
Cpsf6	6.79664922109778e-05	-0.129774141508892	0.98	0.98	1
FBti0019143	6.867811057891e-05	-1.16959308034551	0.784	0.843	1
CG15012	7.08762901055316e-05	-0.15246542161465	0.98	0.98	1
FBti0019151	7.10565557330489e-05	2.14562418088235	0.627	0.392	1
kud	7.50236387508295e-05	-0.206914319501893	0.961	0.922	1
Gs1	7.54901795881729e-05	0.562186040055707	0.98	1	1
FBti0019230	7.68419635612856e-05	1.6904488840785	0.686	0.627	1
EMC5	7.79591682825413e-05	-0.270994795041222	0.941	1	1
CG42867	8.00161641411849e-05	1.02438415862696	0.471	0.216	1
CG33217	8.17996780784807e-05	-0.302880479278357	0.961	0.98	1
PIG-K	8.34197239780982e-05	-0.242804554549752	0.961	0.961	1
Rel	8.39123217333951e-05	0.946412909858831	0.922	0.902	1
brat	8.99255559767461e-05	0.287452769805903	1	1	1
NiPp1	9.06399410609577e-05	-0.402016006210054	0.824	0.902	1
CG12547	9.14774657276563e-05	-0.191045460258961	1	1	1
Ubc6	9.18779584780419e-05	0.447798287236772	1	1	1
rdhB	9.48594851614683e-05	-0.855458220035611	0.941	1	1
mus201	9.58819789453188e-05	0.863551720749792	0.902	0.863	1
Cul1	9.66929283096295e-05	0.323575051977352	1	1	1
CG7483	9.95102397265898e-05	-0.426953632257622	0.765	0.922	1
Ubr3	0.00010207787905651	0.279314157686235	1	0.98	1
endos	0.000103133439559789	-0.190466665828454	0.98	1	1
c(2)M	0.000103410069259525	1.67807190511264	0.451	0.098	1
ATP6AP2	0.000103554916526222	-0.227958074580387	1	1	1
Gnmt	0.000104370559482489	1.03970803851789	0.922	0.941	1
BORCS5	0.000106431919936206	-0.304093356162408	0.902	0.941	1
Cals	0.000109106068912417	-0.322307749867823	1	1	1
Eno	0.000110601670479015	0.587289196103301	1	1	1
CG10098	0.000113196505029522	-0.294224179326974	1	0.961	1
cer	0.000115533346974929	0.672792673619791	0.961	0.941	1
CG32225	0.00011824184567496	-0.472068444315223	0.941	1	1
CG14024	0.000120932429394692	0.543584259488827	0.98	0.98	1
CG13623	0.000121121664817854	0.584463039043712	0.961	0.882	1
CG1951	0.000122470685824148	-0.324622204056625	0.804	0.902	1
FoxP	0.000129622790937101	-0.43253962962771	1	1	1
MagR	0.000130362583724142	0.512974839980067	1	0.961	1
Utx	0.000131772469119453	-0.231056805044736	0.961	0.98	1
key	0.000133554916121557	-0.266894092938586	0.961	0.941	1
YL-1	0.000136249946139927	-0.271253297757852	0.922	0.922	1
CG17224	0.000143843953243564	-0.536457299693702	0.706	0.882	1
PPP4R2r	0.000147399091672896	-0.30444823538253	0.98	1	1
Rbf	0.000147774987947875	0.382072735931057	0.98	0.902	1
CG5038	0.000150406539500082	-0.562098392369419	0.667	0.765	1
CG10375	0.000152980372692096	-0.24863818475729	0.98	0.961	1
CG13895	0.000153029349164324	0.61137150390512	0.922	0.882	1
FBti0062853	0.000164641341864045	1.75301799945157	0.529	0.353	1
FBti0059796	0.000165465085710565	0.480668473108693	0.961	0.902	1
CR14033	0.000165482042873347	1.27301849440642	0.549	0.216	1
CG14252	0.000168195632734189	-0.335326933752691	0.824	0.804	1
CG42259	0.000171433716024868	-0.315369023680532	0.902	0.941	1
CG9773	0.00017224072106221	0.658898789509521	0.941	0.863	1
Sc2	0.000173841835677466	-0.271861097600747	0.922	0.941	1
CG44008	0.000174765889477995	-0.491095577256934	0.667	0.824	1
ND-B14.7	0.000179037965067755	-0.287066874615833	1	0.98	1
Ssrp	0.000179274492889015	0.84021955596323	0.863	0.745	1
CG3568	0.000185299166080753	0.755289199239957	0.725	0.608	1
LeuRS	0.000189910320257243	0.891177730318829	0.863	0.824	1
Eps-15	0.000190305018630648	-0.16744621680634	0.961	1	1
CG7565	0.000196529585018045	-0.437287037610287	0.98	0.941	1
CG14937	0.000197320671714179	0.630650138768366	0.824	0.588	1
TM9SF4	0.000197613460728283	-0.278680921014187	0.961	0.98	1
FBti0019176	0.000197680759226257	1.86039393270442	0.529	0.333	1
CG5445	0.000198856713542833	0.344356130252565	1	0.98	1
CG12213	0.000200140663453454	-0.345782058423159	1	1	1
CecA1	0.000201561654283024	2.21692248097948	0.549	0.314	1
CG33129	0.000211794037759001	-0.20669215099268	1	1	1
aay	0.000215141916973929	0.870304710374027	0.98	1	1
RR48326-transposable-element	0.000215162579798427	-0.912537158749661	0.353	0.686	1
Tmem18	0.000215909392927375	-0.348080382743331	0.784	0.922	1
FBti0019136	0.000218905557112778	2.40067121010864	0.608	0.471	1
CG2909	0.00022030276739487	0.668240895752944	0.863	0.824	1
CG17177	0.000226423905198195	3.21747693092233	0.392	0.078	1
lncRNA:CR45973	0.000226512260586559	2.10912172238011	0.412	0.176	1
CG6428	0.000232953070111676	0.767928634146588	0.882	0.843	1
FBti0020108	0.000238626941520229	1.94110631094643	0.49	0.196	1
alphaSnap	0.00023923497196998	-0.231129917257537	1	1	1
CG4570	0.000239720252198234	1.56293619439116	0.471	0.098	1
l(1)G0020	0.000243387513363037	0.767476898382855	0.588	0.451	1
CG10483	0.000243465849819614	-0.453270634010623	0.922	0.941	1
FBti0019117	0.000245178501367125	2.52690983267499	0.588	0.314	1
Fak	0.000248920933138666	-0.184435670883463	1	1	1
eIF2D	0.000249998121784854	0.985111374147619	0.804	0.765	1
ND-13A	0.000250729013314562	-0.211149130549582	0.98	1	1
Nfs1	0.000251285726687942	0.707382744819524	0.98	0.941	1
FBti0019432	0.000252566138201643	-0.51862000589246	0.588	0.706	1
sov	0.000252673230255068	0.247211581422696	1	1	1
Crys	0.000260130331404466	0.818541211029309	0.941	0.961	1
FBti0062182	0.000265973922215926	1.09463687413808	0.412	0.157	1
CG30109	0.000267756772257022	0.988242029123828	0.863	0.843	1
AP-1-2beta	0.000271560386002066	-0.247367321214318	0.922	0.98	1
Tsf1	0.000277826126255514	0.839415776801304	1	1	1
CG13870	0.000281756350346575	0.945033540782072	0.627	0.451	1
CG12567	0.000283146140709247	-0.17850207069971	1	1	1
CG16791	0.000286391313242401	0.175580568793428	1	1	1
Rtnl1	0.000292729039583228	-0.107796239083367	1	1	1
p53	0.000294070184115737	0.565597175854225	0.804	0.706	1
Npc2g	0.000294417029160289	-0.346258692334492	0.961	1	1
CG3955	0.00029477033796819	-0.322615110713886	0.98	1	1
Pzl	0.000301192549606044	2.25535103338645	0.882	0.941	1
Obp19d	0.00030450100908392	-0.735040717241713	1	1	1
stv	0.000319846782255195	0.535985121938495	0.98	1	1
ref(2)P	0.000331213888744939	0.623545568172014	1	1	1
GlyRS	0.000335789311353077	0.746279345305836	0.941	0.882	1
P5CDh1	0.000350629202490814	-0.229971043667777	1	0.98	1
CCT7	0.000358370253729588	0.50571319590953	0.902	0.843	1
lncRNA:CR46478	0.000360088956149914	-0.545968369105293	0.49	0.725	1
Lk6	0.000361009707661266	0.631565298552074	1	1	1
CG8531	0.000363633374205542	0.771229682319792	0.902	0.843	1
Damm	0.00036921046546355	1.26769578320366	0.471	0.294	1
comt	0.000370426742948295	-0.285519343381211	1	1	1
FBti0063158	0.000376437165708455	1.69693093236395	0.49	0.373	1
CG15814	0.000377169998449543	-0.163159713355014	1	0.98	1
CG32428	0.00038243786010969	-0.193386632849953	0.902	0.961	1
CG30172	0.000389109742313608	-0.423469263986336	1	1	1
CG3253	0.000395600219439279	-0.486579907056499	0.804	0.882	1
FBti0019826	0.000397335610688821	-0.684797768300951	0.392	0.529	1
mfrn	0.000405978798508048	0.417684299991416	0.98	1	1
B52	0.000414604558531101	-0.207331775508997	1	1	1
CG6685	0.000427843339525363	-0.366915549660672	0.804	0.863	1
cl	0.000434462116447565	0.486050998956903	0.98	0.961	1
RpS29	0.000438286984647934	0.432928680583366	1	1	1
asRNA:CR45195	0.000439745762191116	1.41181359840456	0.451	0.314	1
CG31550	0.000442872192386682	-0.339614021755605	0.98	1	1
BomS4	0.000443455183874441	-0.243679073694394	0.922	0.961	1
CG12848	0.000453702347252832	-0.250126036595137	0.961	0.961	1
rho-7	0.000455706570871284	0.651898728894166	0.941	0.922	1
CG6843	0.000465048812971339	0.543584259488827	0.922	0.863	1
FBti0019568	0.000470446827057873	1.7988131857918	0.569	0.314	1
CG16926	0.000472134632229641	-0.12307690115388	0.941	0.98	1
FBti0019114	0.000481715450777888	-0.398549376490275	0.784	0.804	1
CG11077	0.000485070122452341	-0.242002033432801	0.961	0.961	1
Fibp	0.000486179135050987	-0.186859765217975	0.922	0.98	1
FBti0019954	0.000488818203792291	-0.570688369739038	0.627	0.765	1
FBti0019822	0.000501439621249104	1.99246632731459	0.431	0.196	1
Cyp4p2	0.000501548050052202	1.45425137953162	0.843	0.667	1
eIF3j	0.000507492955216627	0.571589173001442	1	0.98	1
mRpL33	0.000507794923226445	-0.228754923559987	1	0.98	1
FBti0019364	0.000509394870127324	1.85199883711245	0.451	0.373	1
Tango11	0.000513984400823971	-0.218248834827059	1	0.961	1
m-cup	0.000515205490023093	-0.188998572651101	0.961	1	1
lncRNA:CR45820	0.000518359745807949	0.605721060887953	0.667	0.529	1
mRpS33	0.000527325820953884	-0.273382056004421	0.961	0.98	1
CG4627	0.000552168081055206	-0.520111356371188	0.725	0.784	1
4E-T	0.000552723019005134	-0.18681266244933	0.98	1	1
RR48532-transposable-element	0.000554249023370852	2.29639300278022	0.51	0.333	1
elav	0.000554342481644497	0.233581590291157	1	1	1
CG4847	0.000554803775183322	-0.504895099018833	0.941	0.98	1
Pglym78	0.000558140712985677	0.613377958737843	1	1	1
BomT3	0.000558443794180164	0.765641088827249	1	0.98	1
lncRNA:CR42549	0.000559208634358472	0.471609876422291	0.98	0.961	1
CG5676	0.000563672533855304	-0.118027422590793	1	1	1
CG3156	0.000572488828599067	-0.379758012135476	0.784	0.843	1
CG17219	0.000580063584196167	1.24716032648539	0.529	0.333	1
Mkp3	0.000586268420849875	0.362053932501732	1	1	1
RpS2	0.000598082416922409	0.487896762215792	1	1	1
CG10638	0.000601591819619599	1.01559685505102	0.941	0.804	1
CG34265	0.000602218108170613	1.2264279345716	0.529	0.392	1
Npc2h	0.000603566034794868	-0.263499866409178	0.902	0.98	1
RhoGAP71E	0.000603951477569952	0.346420152241749	1	1	1
ND-13B	0.000608281784185301	-0.175652262004353	1	1	1
Naprt	0.000631653951201253	1.00960306435093	1	0.98	1
CG31075	0.000640026656247713	-0.325342759300127	0.843	0.961	1
lncRNA:CR46483	0.000640993398530009	-0.319473835649234	0.784	0.863	1
CG7214	0.000656526939556657	-0.678622807406991	0.98	0.98	1
CG9313	0.000662222341788701	2.13354085094812	0.451	0.255	1
RR48376-transposable-element	0.000667913345871974	0.867717332517861	0.784	0.706	1
CG13148	0.000685264157641231	-0.354664881299362	0.725	0.725	1
Adck1	0.000697676740208268	0.700439718141092	0.647	0.569	1
Atxn7	0.000700333345086557	-0.148481562523433	0.961	0.98	1
CG33267	0.000700402455033715	0.986884500209742	0.843	0.784	1
CG5646	0.000700441570726041	0.899939291505465	0.941	0.922	1
sug	0.000704152216172823	0.96127656827064	0.922	0.784	1
CG1607	0.000706152987979723	0.461199768803493	1	1	1
CG12929	0.000722631040957042	-0.458364930942945	0.686	0.843	1
CG14184	0.000725005329670137	-0.172894121734764	0.98	0.961	1
FBti0059710	0.000732325595646842	-0.651104857512368	0.451	0.706	1
CG12975	0.000740298366867718	-0.356833709835564	0.824	0.824	1
CG4364	0.000742786395708088	0.669474567943534	1	0.98	1
FBti0059916	0.000742936334855995	-0.475672259644508	0.941	0.922	1
CG11899	0.000744995034778615	0.717370114090969	0.98	0.902	1
CG2691	0.000753581616415978	0.861433045960645	0.804	0.863	1
CG34150	0.000768046600959425	-0.149463268246537	0.961	0.941	1
CG7630	0.000777423478159027	-0.174128424935255	1	1	1
MTF-1	0.000785539527316062	0.795180208111502	0.941	0.804	1
AnxB11	0.000793945582519988	1.05769657590073	0.941	0.902	1
FBti0019470	0.000804496106983458	-0.567989422117443	0.373	0.549	1
FBti0019045	0.000808341210854051	-0.472419721414813	0.608	0.784	1
RpA-70	0.00081079725840378	0.831938179967196	0.902	0.804	1
CG11035	0.000818593498004488	-0.349028958123208	0.902	0.824	1
FBti0059659	0.000829450843871226	0.677383432161901	0.765	0.686	1
Uxt	0.000831464679923222	-0.367850813834401	0.706	0.824	1
l(3)mbt	0.000839980197548745	0.309579219821378	0.98	0.961	1
mTTF	0.000845097457968654	-0.400783515598602	0.725	0.824	1
asRNA:CR45009	0.000847314916905236	0.615866313147786	0.961	0.941	1
CG3008	0.000850432037719736	0.615784503164757	0.922	0.922	1
Bap170	0.0008535013075288	0.441412914703141	0.863	0.863	1
CG17765	0.000866940455553246	0.414767508627566	0.98	1	1
CG6426	0.000880680934447177	-0.199419874472424	0.98	0.941	1
FBti0020291	0.00088278725904959	0.505235308250422	0.922	0.882	1
bai	0.00089230768553768	-0.118360249617414	0.961	1	1
Fur2	0.000901874058836678	-0.169484378158003	1	1	1
Gdi	0.000906693617907811	-0.162902338103289	1	1	1
mRpS21	0.000910202307929619	-0.266529856228272	0.941	0.98	1
AP-2sigma	0.00091139561218364	-0.14734560791433	0.98	0.98	1
Yippee	0.000932695419221923	-0.147885917100446	0.98	1	1
CCT6	0.000934693580516342	0.586735942912376	0.922	0.902	1
CG31638	0.000964587180425086	-0.159767086182248	1	0.98	1
DNApol-iota	0.000965594446133524	0.58962387809102	0.863	0.784	1
FBti0020166	0.000966582502667217	-0.576694884737556	0.667	0.765	1
ND-AGGG	0.000970961824297926	-0.122087061952153	1	0.98	1
CG8728	0.000979734748927584	0.634715535918256	0.882	0.882	1
CG17776	0.00097986468621554	-0.22512456391933	0.941	0.941	1
Hph	0.000988219996165881	-0.175086706558091	0.882	0.941	1
Ctr9	0.000993456471178609	0.361480018856168	1	1	1
cype	0.00100069302426162	-0.144655980313033	1	1	1
T3dh	0.00101409846336274	0.857042046157957	0.765	0.745	1
EMC7	0.00104334488429489	-0.199461171481565	0.98	0.98	1
asRNA:CR45469	0.00105844697060537	-0.459431618637297	0.471	0.725	1
CG44242	0.00106992972973991	-0.157711120153881	0.98	1	1
agt	0.00108417297608857	0.95501254522669	0.725	0.608	1
CG33170	0.00108517345299618	0.426866974842318	1	1	1
CG4230	0.00108927726078517	-0.200464582401694	1	1	1
CG3548	0.00109406115255353	-0.302856542374252	0.882	0.961	1
CHOp24	0.00111332247502425	-0.139601193679844	1	1	1
E(Pc)	0.00112263512547335	-0.132901124139218	1	1	1
SCAP	0.00113309800093374	0.266661101508738	1	1	1
Tsp86D	0.00114275341425681	-0.318244392252701	0.961	0.961	1
stau	0.00115059744367222	0.365033238814844	1	1	1
Pgm1	0.00115272697980844	0.781184063546019	0.98	0.98	1
Psi	0.00115368209522026	-0.218017433022254	1	1	1
CG13344	0.0011565789833002	-0.464403576599823	0.98	0.922	1
CG13833	0.00116229691031649	-0.796009948463595	0.843	0.922	1
CG15916	0.00116252278820386	0.383257604073469	0.902	0.902	1
CG17059	0.00116324594675518	-0.187093988698258	0.98	0.98	1
l(2)37Cc	0.00116360332012747	0.598051417239734	0.961	0.98	1
ATPCL	0.00117330207167244	-0.112398822576833	1	0.98	1
DnaJ-1	0.00117945029039547	0.475298750631115	1	1	1
CG7956	0.00118296787176013	0.403677637114296	0.98	0.98	1
CG11089	0.00118550357013109	0.769061376532765	1	0.961	1
CG1637	0.00120544245773652	-0.27408959434279	1	1	1
28SrRNA-Psi:CR45855	0.00121017900813302	-0.717717709572928	0.549	0.706	1
TBPH	0.00122285108288226	-0.192487638640565	1	0.961	1
CG43117	0.0012349752565267	0.577694500257117	0.647	0.588	1
eEF1beta	0.00123859838494759	0.543163690531507	1	1	1
IM33	0.00124135171684311	0.659586334267459	1	1	1
FBti0019597	0.00124514433472729	-0.542382711982318	0.451	0.745	1
CG6171	0.00124544004823312	0.619696332437735	0.882	0.824	1
CG14464	0.00124552661551427	-0.0381217686819193	1	1	1
AdenoK	0.00124654788008989	-0.322988943447602	0.941	0.98	1
CG8320	0.00124808486458067	-0.241008099503795	0.882	0.941	1
Amy-d	0.0012551677665108	-0.328464496483217	0.843	0.941	1
CG4038	0.00125525118181353	0.683355125919445	0.804	0.706	1
CG1703	0.00127716396645787	0.764082213591905	0.922	0.902	1
CG6044	0.00128113643275115	-0.453088693597268	1	1	1
CG31717	0.00131324294826289	-0.193474356025176	0.961	0.941	1
CG8195	0.00132162007653051	-0.276383959492813	0.98	0.98	1
CG13585	0.00134361164289945	-0.170104095855166	1	1	1
dsx-c73A	0.00135389543208734	0.637429920615292	0.706	0.667	1
FBti0059665	0.00135442356986631	-0.236399279330327	0.941	1	1
CG17221	0.00135532785549172	-0.38751643651494	0.745	0.863	1
alpha-Man-IIa	0.00136284883901774	-0.341919570074829	0.902	0.961	1
CG17029	0.00136526174633033	0.427275768772523	0.922	0.882	1
AIMP2	0.00136576913747947	0.502581084619921	0.922	0.98	1
CG9992	0.00136708839288507	-0.215168094568535	0.961	0.941	1
GAPcenA	0.00137118037530476	-0.195635120548208	0.961	0.98	1
CG10340	0.00142011392960054	-0.255461186128993	0.863	0.961	1
FBti0062681	0.00142142699947557	0.271178480489086	0.882	0.902	1
Eogt	0.00142155886416022	0.773854692999224	0.745	0.686	1
CG9257	0.00143402093058429	-0.297336106704971	0.902	0.961	1
Nmnat	0.00145710983624753	0.528957090992414	0.941	0.961	1
CG9759	0.00146795907713939	1.16163839025735	0.667	0.51	1
Cdc7	0.00147019754966338	0.386627891262138	0.941	0.922	1
COX7A	0.00147192082956073	-0.120219507631024	1	1	1
Syx6	0.00148992605459404	-0.195780691089128	1	1	1
CG4133	0.00149453215878526	-0.223473901927489	0.98	1	1
CG4630	0.00149519033281112	1.75541644627238	0.667	0.549	1
MtnE	0.00149587754396114	-0.89616418901546	0.392	0.608	1
Dp1	0.00149668203185105	0.528799774397717	1	0.98	1
Irbp	0.00150153724256813	1.35221066182341	0.51	0.412	1
RpS14b	0.00153855463999355	0.45884840171496	1	0.98	1
CG9922	0.00155400163677653	-0.392836873713775	0.922	0.961	1
Hsc70Cb	0.00155406591599241	0.261287557435997	1	1	1
InR	0.00157328635725877	0.802008300592126	1	0.98	1
Rcd5	0.00158170722493259	0.58300630375583	0.98	0.863	1
Saf-B	0.00158877109377104	-0.136694258537029	1	1	1
eIF1	0.00159598827979209	0.432041235481399	1	1	1
prd1	0.00161985936196234	-0.137943735154005	0.941	1	1
EMC4	0.00164024224751958	-0.150611873432815	0.98	0.961	1
CG46385	0.00167359337946259	0.71406043874728	1	1	1
FBti0061012	0.00168389753211901	-0.779158030226952	0.353	0.627	1
mt:srRNA	0.00169896984279411	0.411924887411508	1	1	1
CG4716	0.00170280732851088	-0.174977516533223	1	1	1
UQCR-11	0.00171706514062408	-0.126422525911821	1	1	1
CG4829	0.00172899420356033	1.78320197793996	0.961	0.98	1
FBti0019526	0.0017316322347072	-0.542898441154612	0.314	0.549	1
Kaz1-ORFB	0.00173270175516177	-0.342984830914809	0.784	0.902	1
fh	0.00174070768101338	-0.337034987277571	0.843	0.902	1
CG11474	0.00174871657468321	-0.161967479663393	0.902	0.941	1
ND-B15	0.00175212879489097	-0.22052388715362	1	0.98	1
gek	0.00175321314431121	-0.20950393770996	1	0.961	1
CG9864	0.00176687159771459	1.71566619236575	0.471	0.196	1
CG5708	0.00177133883335952	-0.174085280284047	0.922	1	1
Iris	0.00177527189918846	-0.604572249789053	0.784	0.804	1
Rcd1	0.00177871802847561	-0.129440938792959	0.961	0.98	1
Arl4	0.00179773462891862	-0.121606294603484	1	1	1
Bili	0.00181640210801275	-0.456587822052617	1	1	1
RabX1	0.00182165481113567	-0.264933938749276	0.961	1	1
CG5380	0.00186569276729137	0.591944101132255	0.824	0.745	1
FRG1	0.00188443770894084	-0.204248585862551	0.882	0.941	1
CG4338	0.00189015096975654	-0.383830533813269	0.843	0.863	1
Qsox1	0.00189389421760088	-0.202602055576441	0.961	0.961	1
gus	0.00195001999940061	-0.0282168147927866	1	1	1
Spt-I	0.00196648333315294	-0.197416425167256	0.902	0.98	1
CG3594	0.0019666454773234	0.397876948120661	0.725	0.725	1
Vps52	0.00199834162156114	-0.22128986488929	0.843	0.902	1
TM9SF3	0.00200795307181983	-0.195212913163565	0.941	0.98	1
Act5C	0.00201425761235196	0.365835596819252	1	1	1
smp-30	0.00201724989017957	-0.22963573711145	0.941	0.98	1
CG11436	0.00202075335721067	-0.21127678382857	0.863	0.863	1
Pus1	0.00202872553499457	-0.300081392589113	0.647	0.843	1
Listericin	0.00202963332072276	0.722139546171951	0.902	0.784	1
FBti0019193	0.00204596181155359	3.10976356622554	0.706	0.412	1
tyf	0.00207239779427542	0.166113949997312	1	1	1
Art4	0.00207298521963402	-0.257112611820556	0.765	0.902	1
CG14969	0.00208026692193984	-0.324509715094689	0.804	0.882	1
Tom7	0.0021052678158827	-0.148202849620202	1	1	1
FBti0020150	0.00211674685577779	-0.50723119748859	0.588	0.725	1
c11.1	0.00212013547437841	0.511129528344182	0.941	0.961	1
Fie	0.0021343098172224	-0.25126751631622	1	1	1
Sgsh	0.00217999380912463	0.994874967822133	0.569	0.412	1
ArgRS-m	0.00218412068868091	-0.349283053795129	0.667	0.765	1
Fim	0.00218593158755094	0.397544412274954	1	0.98	1
Nxt1	0.00220161842212191	0.664203009797081	0.902	0.922	1
